Full Name,First Name,Last Name,Specialty,Parent Organization Name,City,State,Zip,Target,Priority,Territory Description,Product1 Sales 2025,Total Product1 Scripts 2025,Total Product2 Scripts 2025,Product1 Sales JAN 2025,Change in Product1 Scripts JAN 24-25,Change in Product1 Scripts 24 vs 25,Product1 Sales 2024,Total Product1 Scripts 2024,Total Product2 Scripts 2024,Product1 Sales JAN 2024,Product1 Sales 2024.1,Product1 Sales 2019,Total Product1 Scripts 2019,Total Product2 Scripts 2019,Full_Address,Latitude,Longitude
FirstName327 LastName327,FirstName327,LastName327,Specialty9,"CAPITAL FAMILY MEDICINE, PA",RALEIGH,NC,24857,,3,"RDU, NC",384,253,19,26,5,-24,51,554,14,57,49,159,424,21,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName328 LastName328,FirstName328,LastName328,Specialty6,"CAPITAL FAMILY MEDICINE, PA",RALEIGH,NC,29252,,1,"RDU, NC",293,365,21,43,-6,-67,360,637,53,32,11,479,340,49,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName329 LastName329,FirstName329,LastName329,Specialty3,DUKE RALEIGH HOSPITAL,RALEIGH,NC,25547,,0,"RDU, NC",270,225,39,67,5,-52,353,397,75,33,103,14,83,19,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName330 LastName330,FirstName330,LastName330,Specialty6,,RALEIGH,NC,24544,,2,"RDU, NC",210,188,17,1,7,-34,189,459,95,31,337,541,510,44,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName331 LastName331,FirstName331,LastName331,Specialty2,UNC PEDIATRICS AT WAKEFIELD,RALEIGH,NC,28196,,2,"RDU, NC",32,335,8,79,-8,-43,489,94,96,51,158,115,554,7,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName332 LastName332,FirstName332,LastName332,Specialty8,UNC PEDIATRICS AT WAKEFIELD,RALEIGH,NC,24989,Prospect,0,"RDU, NC",400,163,48,72,-2,41,614,200,14,17,193,628,559,16,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName333 LastName333,FirstName333,LastName333,Specialty1,"CAPITAL FAMILY MEDICINE, PA",RALEIGH,NC,26388,Target,0,"RDU, NC",391,132,42,13,-3,20,662,686,78,47,53,116,536,43,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName334 LastName334,FirstName334,LastName334,Specialty10,"CAPITAL FAMILY MEDICINE, PA",RALEIGH,NC,28395,Target,1,"RDU, NC",335,233,44,8,4,51,588,436,87,41,96,189,542,26,"10831 FOREST PINES DR, RALEIGH, NC 27614",35.943543,-78.5456928
FirstName335 LastName335,FirstName335,LastName335,Specialty8,,CONCORD,NC,24731,,1,"RDU, NC",211,101,50,78,6,35,567,160,5,39,158,127,284,5,"1085 NE GATEWAY CT NE, CONCORD, NC 28025",35.4543796,-80.5925657
FirstName336 LastName336,FirstName336,LastName336,Specialty10,"WAKE INTERNAL MEDICINE CONSULTANTS, INC",RALEIGH,NC,25871,,3,"RDU, NC",311,44,34,55,-10,-43,594,32,71,13,2,130,267,39,"10880 DURANT RD, RALEIGH, NC 27614",35.9077387,-78.594858
FirstName337 LastName337,FirstName337,LastName337,Specialty10,"WAKE INTERNAL MEDICINE CONSULTANTS, INC",RALEIGH,NC,26607,,3,"RDU, NC",227,185,37,52,-7,64,269,108,79,9,138,220,629,22,"10880 DURANT RD, RALEIGH, NC 27614",35.9077387,-78.594858
FirstName338 LastName338,FirstName338,LastName338,Specialty4,WAKEMED NORTH FAMILY AND WOMENS HOSPITAL,RALEIGH,NC,27692,,2,"RDU, NC",427,12,1,60,-2,-37,83,587,4,73,118,621,597,17,"10880 DURANT RD, RALEIGH, NC 27614",35.9077387,-78.594858
FirstName339 LastName339,FirstName339,LastName339,Specialty7,"WAKE INTERNAL MEDICINE CONSULTANTS, INC",RALEIGH,NC,27134,,2,"RDU, NC",202,389,4,47,-4,-69,557,437,63,1,232,595,286,55,"10880 DURANT RD, RALEIGH, NC 27614",35.9077387,-78.594858
FirstName340 LastName340,FirstName340,LastName340,Specialty1,"WAKE INTERNAL MEDICINE CONSULTANTS, INC",RALEIGH,NC,27734,,1,"RDU, NC",15,310,4,56,-2,15,179,386,34,39,232,289,328,51,"10880 DURANT RD, RALEIGH, NC 27614",35.9077387,-78.594858
FirstName341 LastName341,FirstName341,LastName341,Specialty2,"WAKE INTERNAL MEDICINE CONSULTANTS, INC",RALEIGH,NC,24615,,3,"RDU, NC",213,228,44,16,0,18,323,11,25,33,318,414,249,53,"10880 DURANT RD, RALEIGH, NC 27614",35.9077387,-78.594858
FirstName342 LastName342,FirstName342,LastName342,Specialty9,SPECTRUM MEDICAL,DANVILLE,VA,25645,,0,"RDU, NC",359,67,14,18,-2,-18,575,632,23,7,188,618,248,49,"109 BRIDGE ST, DANVILLE, VA 24541",36.5887215,-79.3886581
FirstName343 LastName343,FirstName343,LastName343,Specialty1,,DANVILLE,VA,27092,,1,"RDU, NC",138,235,2,21,-11,21,429,90,46,58,89,65,59,22,"109 BRIDGE ST, DANVILLE, VA 24541",36.5887215,-79.3886581
FirstName344 LastName344,FirstName344,LastName344,Specialty10,"HUDSON PRIMARY CARE, PA",HUDSON,NC,27891,,0,"RDU, NC",155,308,5,54,-13,-46,249,374,64,12,84,100,133,5,"109 FAIRWAY SHOPPING CTR, HUDSON, NC 28638",35.8477859,-81.49677390000001
FirstName345 LastName345,FirstName345,LastName345,Specialty1,,ASHEVILLE,NC,26165,,1,"RDU, NC",421,0,25,69,5,67,188,170,30,42,176,96,327,44,"1091 HENDERSONVILLE RD, ASHEVILLE, NC 28803",35.5351305,-82.5287294
FirstName346 LastName346,FirstName346,LastName346,Specialty9,SELECT FAMILY PRACTICE,RALEIGH,NC,29630,,1,"RDU, NC",80,50,21,16,3,66,311,658,31,2,313,62,261,0,"10931 RAVEN RIDGE RD, RALEIGH, NC 27614",35.90726220000001,-78.59153239999999
FirstName347 LastName347,FirstName347,LastName347,Specialty3,DURANT ROAD PEDIATRICS,RALEIGH,NC,26485,,0,"RDU, NC",2,238,8,78,-4,49,59,628,15,45,133,180,519,34,"10940 RAVEN RIDGE RD, RALEIGH, NC 27614",35.9078196,-78.5899452
FirstName348 LastName348,FirstName348,LastName348,Specialty6,DURANT ROAD PEDIATRICS,RALEIGH,NC,26686,,2,"RDU, NC",38,322,23,6,-5,7,357,552,47,33,131,120,261,10,"10940 RAVEN RIDGE RD, RALEIGH, NC 27614",35.9078196,-78.5899452
FirstName349 LastName349,FirstName349,LastName349,Specialty6,WAKEMED PHYSICIAN PRACTICES RALEIGH CAMPUS PEDIATRICS,RALEIGH,NC,28992,,3,"RDU, NC",310,54,5,50,7,-18,582,185,14,72,292,284,555,41,"10940 RAVEN RIDGE RD, RALEIGH, NC 27614",35.9078196,-78.5899452
FirstName350 LastName350,FirstName350,LastName350,Specialty5,"GYNECOLOGY AND LAPAROSCOPIC SURGEONS, PC",RALEIGH,NC,28356,,1,"RDU, NC",309,204,20,70,-8,-46,579,155,3,48,88,133,549,50,"10941 RAVEN RIDGE RD, RALEIGH, NC 27614",35.9079498,-78.5915448
FirstName351 LastName351,FirstName351,LastName351,Specialty9,,RALEIGH,NC,26425,,2,"RDU, NC",396,149,10,48,-3,-70,141,494,14,3,316,560,360,8,"10941 RAVEN RIDGE RD, RALEIGH, NC 27614",35.9079498,-78.5915448
FirstName352 LastName352,FirstName352,LastName352,Specialty9,ONE HEALTH DIRECT PRIMARY CARE,BILTMORE FOREST,NC,26482,,3,"RDU, NC",77,239,30,56,5,-16,161,572,56,47,319,479,274,24,"1095 HENDERSONVILLE RD, BILTMORE FOREST, NC 28803",35.5347808,-82.5286033
FirstName353 LastName353,FirstName353,LastName353,Specialty3,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,25417,Target,1,"RDU, NC",49,415,31,53,-11,33,555,664,75,50,21,607,451,24,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName354 LastName354,FirstName354,LastName354,Specialty8,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,27095,,1,"RDU, NC",235,143,33,40,-2,76,302,20,93,4,12,135,466,59,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName355 LastName355,FirstName355,LastName355,Specialty3,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,26769,,1,"RDU, NC",273,245,7,46,1,75,317,133,47,14,199,492,71,44,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName356 LastName356,FirstName356,LastName356,Specialty3,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,28150,Target,2,"RDU, NC",375,113,5,42,0,63,427,421,22,26,338,348,95,35,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName357 LastName357,FirstName357,LastName357,Specialty10,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,28290,,2,"RDU, NC",224,354,46,34,-2,70,492,346,66,49,117,295,644,46,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName358 LastName358,FirstName358,LastName358,Specialty4,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,27803,,1,"RDU, NC",256,220,13,50,-11,29,93,1,66,53,303,29,125,21,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName359 LastName359,FirstName359,LastName359,Specialty8,WAKEMED DOWNTOWN RALEIGH PRIMARY CARE,MORRISVILLE,NC,25105,,0,"RDU, NC",37,218,22,32,-6,-26,505,184,49,16,80,173,548,23,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName360 LastName360,FirstName360,LastName360,Specialty10,DUKE PRIMARY CARE MORRISVILLE,MORRISVILLE,NC,29673,Target,2,"RDU, NC",325,265,43,59,1,-36,385,155,33,8,106,610,530,60,"10950 CHAPEL HILL RD, MORRISVILLE, NC 27560",35.854659,-78.8418919
FirstName361 LastName361,FirstName361,LastName361,Specialty3,HAYWOOD REGIONAL MEDICAL CENTER,WEAVERVILLE,NC,27075,,3,"RDU, NC",10,376,40,20,-7,33,162,254,64,62,241,439,510,26,"11 LAKESHORE DR, WEAVERVILLE, NC 28787",35.6940814,-82.56700049999999
FirstName362 LastName362,FirstName362,LastName362,Specialty2,MINUTECLINIC,ASHEVILLE,NC,28763,,3,"RDU, NC",398,77,11,33,-11,-37,468,179,73,30,56,496,617,32,"11 RIVER RIDGE DR, ASHEVILLE, NC 28803",35.5704822,-82.5054814
FirstName363 LastName363,FirstName363,LastName363,Specialty7,MINUTECLINIC,ASHEVILLE,NC,29246,,0,"RDU, NC",358,7,42,19,2,21,539,305,20,26,31,339,28,1,"11 RIVER RIDGE DR, ASHEVILLE, NC 28803",35.5704822,-82.5054814
FirstName364 LastName364,FirstName364,LastName364,Specialty7,MINUTECLINIC,ASHEVILLE,NC,25651,,2,"RDU, NC",296,144,12,43,5,-42,396,183,100,9,199,248,600,21,"11 RIVER RIDGE DR, ASHEVILLE, NC 28803",35.5704822,-82.5054814
FirstName365 LastName365,FirstName365,LastName365,Specialty4,"HILLSBOROUGH PHARMACY AND NUTRITION, LLC",HILLSBOROUGH,NC,27608,,0,"RDU, NC",91,178,35,51,4,-16,336,677,24,73,37,69,587,15,"110 BOONE SQUARE ST, HILLSBOROUGH, NC 27278",36.0633573,-79.10077849999999
FirstName366 LastName366,FirstName366,LastName366,Specialty8,CAROLINA PAIN AND SPINE,WAKE FOREST,NC,27911,,1,"RDU, NC",294,405,21,16,-5,-57,618,431,73,28,59,532,304,20,"110 CAPCOM AVE, WAKE FOREST, NC 27587",35.9497919,-78.5289825
FirstName367 LastName367,FirstName367,LastName367,Specialty3,BLUE RIDGE HEALTH RAINBOW PEDIATRICS,HENDERSONVILLE,NC,27488,,2,"RDU, NC",277,86,48,60,1,25,264,153,22,13,243,130,284,59,"110 CHADWICK SQUARE CT, HENDERSONVILLE, NC 28739",35.3028528,-82.45703929999999
FirstName368 LastName368,FirstName368,LastName368,Specialty1,WAKEMED PRIMARY CARE - KILDAIRE,CARY,NC,29281,,1,"RDU, NC",250,385,37,14,-6,-64,479,26,71,67,28,23,596,9,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName369 LastName369,FirstName369,LastName369,Specialty4,WAKEMED PRIMARY CARE - KILDAIRE,CARY,NC,28513,Target,1,"RDU, NC",99,305,42,46,0,54,679,658,44,14,37,96,538,31,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName370 LastName370,FirstName370,LastName370,Specialty3,"ATLANTIC INTEGRATED HEALTH, INC",CARY,NC,29074,Target,0,"RDU, NC",287,363,42,5,4,-47,25,10,50,58,152,547,401,54,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName371 LastName371,FirstName371,LastName371,Specialty7,WAKEMED RALEIGH CAMPUS,CARY,NC,29231,,1,"RDU, NC",421,162,28,33,-2,-77,524,592,3,33,126,444,216,10,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName372 LastName372,FirstName372,LastName372,Specialty6,WAKEMED PRIMARY CARE - KILDAIRE,CARY,NC,25585,,3,"RDU, NC",13,387,25,3,-13,-21,40,373,26,55,327,539,78,61,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName373 LastName373,FirstName373,LastName373,Specialty8,,CARY,NC,25670,,2,"RDU, NC",209,93,35,66,-4,-31,70,626,97,27,328,99,521,40,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName374 LastName374,FirstName374,LastName374,Specialty4,DUKE RALEIGH HOSPITAL,CARY,NC,24646,,3,"RDU, NC",18,405,16,40,-12,76,368,53,65,65,121,234,252,53,"110 KILDAIRE PARK DR, CARY, NC 27518",35.7422537,-78.78018329999999
FirstName375 LastName375,FirstName375,LastName375,Specialty2,ECU HEALTH NORTH HOSPITAL,MORRISVILLE,NC,29334,Target,0,"RDU, NC",346,225,16,57,5,-33,192,640,68,25,189,642,320,50,"110 LATTNER CT, MORRISVILLE, NC 27560",35.8300858,-78.8524443
FirstName376 LastName376,FirstName376,LastName376,Specialty4,NOVANT HEALTH LEXINGTON PRIMARY CARE,LEXINGTON,NC,26624,Prospect,3,"RDU, NC",250,113,27,54,-8,-34,613,290,33,37,34,23,346,13,"110 W MEDICAL PARK DR, LEXINGTON, NC 27292",35.8038679,-80.2898137
FirstName377 LastName377,FirstName377,LastName377,Specialty1,,SEATTLE,WA,25798,Prospect,1,"RDU, NC",40,201,21,14,-3,-74,555,295,0,50,193,112,70,24,"1100 9TH AVE, SEATTLE, WA 27455",47.6094886,-122.327968
FirstName378 LastName378,FirstName378,LastName378,Specialty2,,CHARLOTTE,NC,29255,Prospect,3,"RDU, NC",192,311,17,13,-3,31,165,468,54,12,345,194,592,19,"1100 BLYTHE BLVD, CHARLOTTE, NC 28277",35.2004089,-80.83823579999999
FirstName379 LastName379,FirstName379,LastName379,Specialty2,GUILFORD COUNTY HEALTH DEPARTMENT,GREENSBORO,NC,28392,Target,3,"RDU, NC",331,285,43,4,-8,44,537,665,60,70,88,381,11,23,"1100 E WENDOVER AVE, GREENSBORO, NC 27405",36.0872794,-79.7715722
FirstName380 LastName380,FirstName380,LastName380,Specialty4,GUILFORD COUNTY HEALTH DEPARTMENT,GREENSBORO,NC,29446,,1,"RDU, NC",292,101,36,33,1,15,150,75,85,51,199,180,15,28,"1100 E WENDOVER AVE, GREENSBORO, NC 27405",36.0872794,-79.7715722
FirstName381 LastName381,FirstName381,LastName381,Specialty8,,MATTHEWS,NC,27842,,3,"RDU, NC",322,231,29,37,-9,-35,295,26,81,65,227,502,482,20,"1100 HEALING WAY, MATTHEWS, NC 28104",35.0948284,-80.67670389999999
FirstName382 LastName382,FirstName382,LastName382,Specialty3,UNC WOMENS HEALTH AT HOLLY SPRINGS,HOLLY SPRINGS,NC,28526,,3,"RDU, NC",77,196,12,59,3,46,421,373,49,57,142,1,527,54,"1100 HOLLY SPRINGS RD, HOLLY SPRINGS, NC 27540",35.6573985,-78.81127470000001
FirstName383 LastName383,FirstName383,LastName383,Specialty8,,ASHEVILLE,NC,27756,,2,"RDU, NC",374,281,14,46,-4,33,607,99,37,48,307,376,484,33,"1100 TUNNEL RD, ASHEVILLE, NC 28805",35.5886096,-82.4844133
FirstName384 LastName384,FirstName384,LastName384,Specialty10,CHARLES GEORGE VA MEDICAL CENTER,ASHEVILLE,NC,28888,,0,"RDU, NC",65,296,15,51,1,31,162,217,43,32,242,45,506,27,"1100 TUNNEL RD, ASHEVILLE, NC 28805",35.5886096,-82.4844133
FirstName385 LastName385,FirstName385,LastName385,Specialty7,NORTH RALEIGH MEDICAL CENTER,RALEIGH,NC,29223,,0,"RDU, NC",83,351,28,65,2,63,18,277,81,24,229,171,511,45,"11009 INGLESIDE PL, RALEIGH, NC 27614",35.951727,-78.54669779999999
FirstName386 LastName386,FirstName386,LastName386,Specialty6,NORTH RALEIGH MEDICAL CENTER,RALEIGH,NC,27198,,2,"RDU, NC",3,82,30,0,6,1,280,324,74,13,342,199,271,29,"11009 INGLESIDE PL, RALEIGH, NC 27614",35.951727,-78.54669779999999
FirstName387 LastName387,FirstName387,LastName387,Specialty5,MINUTECLINIC,KERNERSVILLE,NC,29459,,0,"RDU, NC",186,325,2,68,-3,43,117,139,71,34,107,230,587,57,"1101 S MAIN ST, KERNERSVILLE, NC 27284",36.106972,-80.0989319
FirstName388 LastName388,FirstName388,LastName388,Specialty4,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,28915,,1,"RDU, NC",184,332,36,66,7,-2,638,394,19,42,229,185,203,8,"11030 GOLF LINKS DR, CHARLOTTE, NC 28277",35.0545788,-80.7710452
FirstName389 LastName389,FirstName389,LastName389,Specialty4,TRYON MEDICAL PARTNERS WAVERLY,CHARLOTTE,NC,25723,Prospect,3,"RDU, NC",124,286,22,52,-13,-45,546,484,29,11,1,592,142,50,"11030 GOLF LINKS DR, CHARLOTTE, NC 28277",35.0545788,-80.7710452
FirstName390 LastName390,FirstName390,LastName390,Specialty10,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,26097,,0,"RDU, NC",411,425,45,56,6,-28,425,13,95,65,343,110,528,52,"11030 GOLF LINKS DR, CHARLOTTE, NC 28277",35.0545788,-80.7710452
FirstName391 LastName391,FirstName391,LastName391,Specialty2,TRYON MEDICAL PARTNERS WAVERLY,CHARLOTTE,NC,27520,,0,"RDU, NC",176,313,48,16,3,70,447,420,57,8,338,205,499,21,"11030 GOLF LINKS DR, CHARLOTTE, NC 28277",35.0545788,-80.7710452
FirstName392 LastName392,FirstName392,LastName392,Specialty1,ATRIUM HEALTH CAROLINAS MEDICAL CENTER,CHARLOTTE,NC,27246,,3,"RDU, NC",412,10,4,11,-2,9,427,571,37,53,10,290,457,42,"11030 GOLF LINKS DR, CHARLOTTE, NC 28277",35.0545788,-80.7710452
FirstName393 LastName393,FirstName393,LastName393,Specialty5,TRICITY FAMILY MEDICINE AND URGENT CARE CLINIC,CARY,NC,29239,,3,"RDU, NC",338,206,28,17,6,-63,626,577,22,66,257,628,95,58,"1106 PARKSIDE MAIN ST, CARY, NC 27519",35.84791269999999,-78.8893362
FirstName394 LastName394,FirstName394,LastName394,Specialty7,ATRIUM HEALTH UNION FAMILY PRACTICE,MONROE,NC,25503,,3,"RDU, NC",146,306,19,46,-6,-57,239,598,17,24,19,83,165,60,"1106 REYNOLDS ST, MONROE, NC 28112",34.9687768,-80.5275743
FirstName395 LastName395,FirstName395,LastName395,Specialty6,ATRIUM HEALTH UNION FAMILY PRACTICE,MONROE,NC,25512,,3,"RDU, NC",221,58,46,13,0,-59,30,81,7,37,149,339,386,56,"1106 REYNOLDS ST, MONROE, NC 28112",34.9687768,-80.5275743
FirstName396 LastName396,FirstName396,LastName396,Specialty3,INTERNAL MEDICINE OF WAKEFIELD,RALEIGH,NC,28185,,2,"RDU, NC",225,138,27,74,2,-11,538,100,19,60,330,214,517,52,"11081 FOREST PINES DR, RALEIGH, NC 27614",35.947773,-78.546095
FirstName397 LastName397,FirstName397,LastName397,Specialty7,LYNDHURST GYNECOLOGIC ASSOCIATES WINSTON SALEM,WINSTON SALEM,NC,28257,,1,"RDU, NC",45,203,10,19,5,69,278,306,26,41,276,241,430,58,"111 HANESTOWN CT, WINSTON SALEM, NC 27103",36.0881226,-80.2940387
FirstName398 LastName398,FirstName398,LastName398,Specialty8,"MOUNTAIN VIEW PEDIATRICS, PA",RUTHERFORD COLLEGE,NC,26092,,0,"RDU, NC",235,219,25,28,-5,-40,550,255,78,45,78,259,516,39,"111 HILLTOP ST, RUTHERFORD COLLEGE, NC 28671",35.7450055,-81.5239922
FirstName399 LastName399,FirstName399,LastName399,Specialty1,ECU HEALTH EDGECOMBE HOSPITAL,TARBORO,NC,25045,,2,"RDU, NC",303,137,51,18,7,-24,421,409,22,44,49,181,588,35,"111 HOSPITAL DR, TARBORO, NC 27886",35.9213679,-77.55541579999999
FirstName400 LastName400,FirstName400,LastName400,Specialty8,,SALISBURY,NC,29360,,2,"RDU, NC",291,365,33,39,-10,-72,431,385,92,20,88,566,319,7,"111 S SALISBURY GQ AVE, SALISBURY, NC 28146",35.6138749,-80.4455662
FirstName401 LastName401,FirstName401,LastName401,Specialty10,NOVANT HEALTH GRANITE QUARRY INTERNAL MEDICINE AND PEDIATRICS,SALISBURY,NC,24729,,0,"RDU, NC",88,350,15,16,-8,24,417,523,53,29,184,237,214,26,"111 S SALISBURY GQ AVE, SALISBURY, NC 28146",35.6138749,-80.4455662
FirstName402 LastName402,FirstName402,LastName402,Specialty5,NORTH CAROLINA CHILDRENS HOSPITAL,CHAPEL HILL,NC,25492,,0,"RDU, NC",143,209,36,77,-12,-31,121,245,89,61,246,331,296,52,"111 SILVER CEDAR CT, CHAPEL HILL, NC 27514",35.9627104,-79.05009840000001
FirstName403 LastName403,FirstName403,LastName403,Specialty4,,CARY,NC,27924,,3,"RDU, NC",377,406,21,57,-12,-48,640,75,67,37,218,190,630,27,"1110 KILDAIRE FARM RD, CARY, NC 27511",35.7704141,-78.78228589999999
FirstName404 LastName404,FirstName404,LastName404,Specialty1,AVANCE CARE SOUTHEAST,CARY,NC,29297,,2,"RDU, NC",363,143,37,43,-5,57,488,426,5,47,34,17,214,61,"1110 SE CARY PKWY, CARY, NC 27518",35.74247039999999,-78.76283099999999
FirstName405 LastName405,FirstName405,LastName405,Specialty10,AVANCE PRIMARY CARE CARY,CARY,NC,26343,,3,"RDU, NC",360,174,29,65,7,-1,458,349,58,9,226,317,393,36,"1110 SE CARY PKWY, CARY, NC 27518",35.74247039999999,-78.76283099999999
FirstName406 LastName406,FirstName406,LastName406,Specialty10,"FRIENDSHIP MEDICAL CENTER, PA",CARY,NC,25920,Prospect,3,"RDU, NC",47,159,52,6,-13,22,260,249,16,41,303,154,364,20,"1110 SE CARY PKWY, CARY, NC 27518",35.74247039999999,-78.76283099999999
FirstName407 LastName407,FirstName407,LastName407,Specialty7,GROWING CHILD PEDIATRICS,WAKE FOREST,NC,29257,,1,"RDU, NC",424,322,35,26,-2,29,148,604,98,6,226,608,406,34,"11130 CAPITAL BLVD, WAKE FOREST, NC 27587",35.9504342,-78.5382028
FirstName408 LastName408,FirstName408,LastName408,Specialty8,WAKEMED CHILDRENS HOSPITAL,WAKE FOREST,NC,26974,,0,"RDU, NC",99,343,31,27,4,16,69,37,98,9,318,86,284,55,"11130 CAPITAL BLVD, WAKE FOREST, NC 27587",35.9504342,-78.5382028
FirstName409 LastName409,FirstName409,LastName409,Specialty5,HARRIS TEETER PHARMACY 0440,CHARLOTTE,NC,26364,,0,"RDU, NC",87,424,46,5,-3,-16,616,482,4,18,34,72,42,55,"11135 GOLF LINKS DR, CHARLOTTE, NC 28277",35.05221969999999,-80.7723599
FirstName410 LastName410,FirstName410,LastName410,Specialty4,FIRSTHEALTH FAMILY CARE CENTER ELLERBE,ELLERBE,NC,28513,,2,"RDU, NC",112,139,5,43,-10,-23,651,190,59,59,17,449,6,22,"112 E BALLARD ST, ELLERBE, NC 28338",35.0732726,-79.7600282
FirstName411 LastName411,FirstName411,LastName411,Specialty1,,GREENSBORO,NC,27404,,2,"RDU, NC",361,271,25,39,-11,-70,310,149,59,31,62,270,221,27,"112 N BENBOW RD, GREENSBORO, NC 27401",36.0748473,-79.76968870000002
FirstName412 LastName412,FirstName412,LastName412,Specialty10,,GREENSBORO,NC,26766,,2,"RDU, NC",391,7,49,64,-10,0,342,190,38,4,230,39,151,2,"112 N BENBOW RD, GREENSBORO, NC 27401",36.0748473,-79.76968870000002
FirstName413 LastName413,FirstName413,LastName413,Specialty4,,CARY,NC,25896,,3,"RDU, NC",182,123,10,56,-2,0,168,506,52,1,281,269,190,45,"1120 SE CARY PKWY, CARY, NC 27518",35.7419907,-78.7627211
FirstName414 LastName414,FirstName414,LastName414,Specialty10,,RALEIGH,NC,25809,,1,"RDU, NC",139,388,0,32,-12,22,259,319,64,62,212,140,601,44,"11200 GOVERNOR MANLY WAY, RALEIGH, NC 27614",35.9474148,-78.5411295
FirstName415 LastName415,FirstName415,LastName415,Specialty3,DUKE RALEIGH HOSPITAL,RALEIGH,NC,26076,,2,"RDU, NC",184,100,22,40,0,67,74,598,65,38,244,129,122,14,"11200 GOVERNOR MANLY WAY, RALEIGH, NC 27614",35.9474148,-78.5411295
FirstName416 LastName416,FirstName416,LastName416,Specialty5,UNC FAMILY MEDICINE AND PEDIATRICS AT WAKEFIELD,RALEIGH,NC,27719,,1,"RDU, NC",83,331,43,9,-2,9,532,625,28,51,267,270,187,41,"11200 GOVERNOR MANLY WAY, RALEIGH, NC 27614",35.9474148,-78.5411295
FirstName417 LastName417,FirstName417,LastName417,Specialty3,MAYNARD CHILDRENS HOSPITAL,RALEIGH,NC,26272,,0,"RDU, NC",200,175,24,27,-2,42,131,515,90,61,106,192,408,11,"11200 GOVERNOR MANLY WAY, RALEIGH, NC 27614",35.9474148,-78.5411295
FirstName418 LastName418,FirstName418,LastName418,Specialty7,UNC FAMILY MEDICINE AND PEDIATRICS AT WAKEFIELD,RALEIGH,NC,28482,,3,"RDU, NC",26,103,13,17,7,53,30,643,100,4,138,482,196,2,"11200 GOVERNOR MANLY WAY, RALEIGH, NC 27614",35.9474148,-78.5411295
FirstName419 LastName419,FirstName419,LastName419,Specialty10,,RALEIGH,NC,24977,,2,"RDU, NC",16,352,49,63,1,-17,507,445,30,55,262,407,420,50,"11200 GOVERNOR MANLY WAY, RALEIGH, NC 27614",35.9474148,-78.5411295
FirstName420 LastName420,FirstName420,LastName420,Specialty8,CONE HEALTH WOMENS AND CHILDRENS CENTER AT MOSES CONE HOSPITAL,GREENSBORO,NC,27123,,0,"RDU, NC",293,234,42,0,-1,-44,11,328,1,38,321,230,217,37,"1121 N CHURCH ST, GREENSBORO, NC 27401",36.0917177,-79.7856585
FirstName421 LastName421,FirstName421,LastName421,Specialty1,,CHARLOTTE,NC,29525,,0,"RDU, NC",214,355,43,41,-11,66,463,31,61,2,257,398,319,37,"11220 ELM LN, CHARLOTTE, NC 28277",35.058142,-80.8176099
